Datum,id,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,WetterCode_0,WetterCode_3,WetterCode_5,WetterCode_10,WetterCode_17,WetterCode_20,WetterCode_21,WetterCode_22,WetterCode_28,WetterCode_45,WetterCode_49,WetterCode_53,WetterCode_61,WetterCode_63,WetterCode_65,WetterCode_68,WetterCode_69,WetterCode_71,WetterCode_73,WetterCode_75,WetterCode_77,WetterCode_79,WetterCode_95,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,sales_daily,Feiertag,is_holiday,Christi Himmelfahrt,Erster Mai,Erster Weihnachtstag,Karfreitag,Neujahr,Ostermontag,Pfingstmontag,Reformationstag,Tag der Deutschen Einheit,Zweiter Weihnachtstag,DAX,Wochentag,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,day_length_h,fussball_event,schulferien,ferientyp,Ferien_Herbstferien,Ferien_Keine Ferien,Ferien_Osterferien,Ferien_Sommerferien,Ferien_Weihnachtsferien,Ferien_Winterferien,Monat,day_of_year,avg_sales_per_group_dayofyear,avg_sales_per_group_month_weekday
2015-01-22,1501222,2,265.194435459988,7.0,-1.375,3.0,49.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,875.4297104904614,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10435.6201171875,3,0,0,0,1,0,0,0,8.23580130611111,0,0,Keine Ferien,0,1,0,0,0,0,1,22,265.0249968677806,263.6043775753842
2015-01-22,1501223,3,113.37969263442,7.0,-1.375,3.0,49.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,875.4297104904614,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10435.6201171875,3,0,0,0,1,0,0,0,8.23580130611111,0,0,Keine Ferien,0,1,0,0,0,0,1,22,105.03719931178254,90.79633825585886
2015-01-22,1501221,1,135.950512983467,7.0,-1.375,3.0,49.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,875.4297104904614,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10435.6201171875,3,0,0,0,1,0,0,0,8.23580130611111,0,0,Keine Ferien,0,1,0,0,0,0,1,22,106.10448367982208,117.86541029750822
2015-01-23,1501232,2,279.183609587953,8.0,-1.25,5.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,854.156410639427,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,4,0,0,0,0,1,0,0,8.290302793611112,0,0,Keine Ferien,0,1,0,0,0,0,1,23,245.0666519406634,281.46577756233563
2015-01-23,1501234,4,68.559045168997,8.0,-1.25,5.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,854.156410639427,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,4,0,0,0,0,1,0,0,8.290302793611112,0,0,Keine Ferien,0,1,0,0,0,0,1,23,69.18414433017983,77.81435518205791
2015-01-23,1501233,3,99.976780581078,8.0,-1.25,5.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,854.156410639427,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,4,0,0,0,0,1,0,0,8.290302793611112,0,0,Keine Ferien,0,1,0,0,0,0,1,23,87.31200846107131,96.87850783444406
2015-01-23,1501235,5,275.460914012407,8.0,-1.25,5.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,854.156410639427,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,4,0,0,0,0,1,0,0,8.290302793611112,0,0,Keine Ferien,0,1,0,0,0,0,1,23,238.3217915756282,241.86708123933442
2015-01-23,1501231,1,130.976061288992,8.0,-1.25,5.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,854.156410639427,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,4,0,0,0,0,1,0,0,8.290302793611112,0,0,Keine Ferien,0,1,0,0,0,0,1,23,104.43943297417385,107.98683471083241
2015-01-24,1501245,5,376.785950449622,7.0,-0.5,10.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1119.8447596598198,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,5,0,0,0,0,0,1,0,8.345844819444444,0,0,Keine Ferien,0,1,0,0,0,0,1,24,264.1919423910028,290.4525618381806
2015-01-24,1501243,3,133.804409424965,7.0,-0.5,10.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1119.8447596598198,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,5,0,0,0,0,0,1,0,8.345844819444444,0,0,Keine Ferien,0,1,0,0,0,0,1,24,112.48296420206142,122.2955845133857
2015-01-24,1501241,1,140.03186322028,7.0,-0.5,10.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1119.8447596598198,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,5,0,0,0,0,0,1,0,8.345844819444444,0,0,Keine Ferien,0,1,0,0,0,0,1,24,107.16493414275082,112.05302368092674
2015-01-24,1501244,4,54.0561105891749,7.0,-0.5,10.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1119.8447596598198,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,5,0,0,0,0,0,1,0,8.345844819444444,0,0,Keine Ferien,0,1,0,0,0,0,1,24,85.6222058087435,83.98413863517179
2015-01-24,1501242,2,415.166425975778,7.0,-0.5,10.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1119.8447596598198,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,5,0,0,0,0,0,1,0,8.345844819444444,0,0,Keine Ferien,0,1,0,0,0,0,1,24,298.220972514829,348.95761141520074
2015-01-25,1501251,1,94.493388512183,6.0,2.875,6.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1441.935869959932,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,6,0,0,0,0,0,0,1,8.4023853225,0,0,Keine Ferien,0,1,0,0,0,0,1,25,98.69931941976891,63.532952514096436
2015-01-25,1501255,5,432.111683660143,6.0,2.875,6.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1441.935869959932,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,6,0,0,0,0,0,0,1,8.4023853225,0,0,Keine Ferien,0,1,0,0,0,0,1,25,273.1027449855852,284.92884575287775
2015-01-25,1501254,4,176.90180258166,6.0,2.875,6.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1441.935869959932,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,6,0,0,0,0,0,0,1,8.4023853225,0,0,Keine Ferien,0,1,0,0,0,0,1,25,96.94721050237351,155.1988497166411
2015-01-25,1501252,2,555.586060097281,6.0,2.875,6.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1441.935869959932,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,6,0,0,0,0,0,0,1,8.4023853225,0,0,Keine Ferien,0,1,0,0,0,0,1,25,320.7131249197848,457.6251734244463
2015-01-25,1501253,3,182.842935108665,6.0,2.875,6.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1441.935869959932,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10649.580078125,6,0,0,0,0,0,0,1,8.4023853225,0,0,Keine Ferien,0,1,0,0,0,0,1,25,106.84035957505671,165.56083530504398
2015-01-26,1501263,3,94.8677658759417,7.0,3.375,10.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,808.2779355037975,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10798.330078125,0,1,0,0,0,0,0,0,8.459883017222221,0,0,Keine Ferien,0,1,0,0,0,0,1,26,93.67751723005821,93.91773925942778
2015-01-26,1501265,5,214.316488368471,7.0,3.375,10.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,808.2779355037975,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10798.330078125,0,1,0,0,0,0,0,0,8.459883017222221,0,0,Keine Ferien,0,1,0,0,0,0,1,26,256.0192777189278,218.8237203660759
2015-01-26,1501264,4,62.7936586310808,7.0,3.375,10.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,808.2779355037975,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10798.330078125,0,1,0,0,0,0,0,0,8.459883017222221,0,0,Keine Ferien,0,1,0,0,0,0,1,26,98.08554253992543,69.03996195873391
2015-01-26,1501262,2,285.783235454514,7.0,3.375,10.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,808.2779355037975,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10798.330078125,0,1,0,0,0,0,0,0,8.459883017222221,0,0,Keine Ferien,0,1,0,0,0,0,1,26,302.7252600811156,252.6237236222901
2015-01-26,1501261,1,150.51678717379,7.0,3.375,10.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,808.2779355037975,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10798.330078125,0,1,0,0,0,0,0,0,8.459883017222221,0,0,Keine Ferien,0,1,0,0,0,0,1,26,104.78639160504959,121.82474392679693
2015-01-27,1501272,2,286.802025247007,2.0,4.875,13.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,894.1131386827813,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10628.580078125,1,0,1,0,0,0,0,0,8.518297450277778,0,0,Keine Ferien,0,1,0,0,0,0,1,27,246.8024191152584,259.11786814088214
2015-01-27,1501275,5,259.895021701426,2.0,4.875,13.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,894.1131386827813,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10628.580078125,1,0,1,0,0,0,0,0,8.518297450277778,0,0,Keine Ferien,0,1,0,0,0,0,1,27,235.24355891613922,226.9554513417916
2015-01-27,1501271,1,141.518792699705,2.0,4.875,13.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,894.1131386827813,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10628.580078125,1,0,1,0,0,0,0,0,8.518297450277778,0,0,Keine Ferien,0,1,0,0,0,0,1,27,125.01290696752639,109.28658818658619
2015-01-27,1501273,3,127.229895506694,2.0,4.875,13.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,894.1131386827813,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10628.580078125,1,0,1,0,0,0,0,0,8.518297450277778,0,0,Keine Ferien,0,1,0,0,0,0,1,27,100.10199584713114,93.9870637187836
2015-01-27,1501274,4,78.6674035279493,2.0,4.875,13.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,894.1131386827813,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10628.580078125,1,0,1,0,0,0,0,0,8.518297450277778,0,0,Keine Ferien,0,1,0,0,0,0,1,27,94.03790775868303,76.6191611675133
2015-01-28,1501285,5,290.420362377553,7.0,4.875,17.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,906.8074434663229,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10710.9697265625,2,0,0,1,0,0,0,0,8.577589051944443,0,0,Keine Ferien,0,1,0,0,0,0,1,28,289.28167025944623,228.0080725445538
2015-01-28,1501282,2,318.608712118946,7.0,4.875,17.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,906.8074434663229,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10710.9697265625,2,0,0,1,0,0,0,0,8.577589051944443,0,0,Keine Ferien,0,1,0,0,0,0,1,28,310.4390857230126,242.9577217218366
2015-01-28,1501284,4,54.1152141456079,7.0,4.875,17.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,906.8074434663229,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10710.9697265625,2,0,0,1,0,0,0,0,8.577589051944443,0,0,Keine Ferien,0,1,0,0,0,0,1,28,100.56114580707704,70.69963179035467
2015-01-28,1501281,1,124.273404481234,7.0,4.875,17.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,906.8074434663229,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10710.9697265625,2,0,0,1,0,0,0,0,8.577589051944443,0,0,Keine Ferien,0,1,0,0,0,0,1,28,103.12187456576358,93.37636730245978
2015-01-28,1501283,3,119.389750342982,7.0,4.875,17.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,906.8074434663229,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10710.9697265625,2,0,0,1,0,0,0,0,8.577589051944443,0,0,Keine Ferien,0,1,0,0,0,0,1,28,110.53537594551412,90.12905211944819
2015-01-29,1501295,5,298.873227773722,7.0,1.5,12.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,902.6246169475685,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10737.8701171875,3,0,0,0,1,0,0,0,8.63771917861111,0,0,Keine Ferien,0,1,0,0,0,0,1,29,225.3023418012188,239.49138326887757
2015-01-29,1501294,4,66.4012476272315,7.0,1.5,12.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,902.6246169475685,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10737.8701171875,3,0,0,0,1,0,0,0,8.63771917861111,0,0,Keine Ferien,0,1,0,0,0,0,1,29,90.76269416510182,68.01753511599175
2015-01-29,1501291,1,129.932530553471,7.0,1.5,12.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,902.6246169475685,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10737.8701171875,3,0,0,0,1,0,0,0,8.63771917861111,0,0,Keine Ferien,0,1,0,0,0,0,1,29,87.23745479358548,117.86541029750822
2015-01-29,1501292,2,276.548941252601,7.0,1.5,12.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,902.6246169475685,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10737.8701171875,3,0,0,0,1,0,0,0,8.63771917861111,0,0,Keine Ferien,0,1,0,0,0,0,1,29,269.6346017904418,263.6043775753842
2015-01-29,1501293,3,130.868669740543,7.0,1.5,12.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,902.6246169475685,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10737.8701171875,3,0,0,0,1,0,0,0,8.63771917861111,0,0,Keine Ferien,0,1,0,0,0,0,1,29,99.28761661934944,90.79633825585886
2015-01-30,1501303,3,159.093345754654,7.0,1.125,6.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,943.730821416705,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,4,0,0,0,0,1,0,0,8.698650151388888,0,1,Winterferien,0,0,0,0,0,1,1,30,105.23190862381,96.87850783444406
2015-01-30,1501301,1,100.75421525386,7.0,1.125,6.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,943.730821416705,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,4,0,0,0,0,1,0,0,8.698650151388888,0,1,Winterferien,0,0,0,0,0,1,1,30,108.87194157470597,107.98683471083241
2015-01-30,1501302,2,315.018937970584,7.0,1.125,6.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,943.730821416705,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,4,0,0,0,0,1,0,0,8.698650151388888,0,1,Winterferien,0,0,0,0,0,1,1,30,278.3117611346686,281.46577756233563
2015-01-30,1501305,5,301.211380864112,7.0,1.125,6.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,943.730821416705,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,4,0,0,0,0,1,0,0,8.698650151388888,0,1,Winterferien,0,0,0,0,0,1,1,30,250.05111030144062,241.86708123933442
2015-01-30,1501304,4,67.652941573495,7.0,1.125,6.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,943.730821416705,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,4,0,0,0,0,1,0,0,8.698650151388888,0,1,Winterferien,0,0,0,0,0,1,1,30,68.13556918957121,77.81435518205791
2015-01-31,1501315,5,442.294446547651,7.0,-2.375,7.0,49.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1239.0450154763894,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,5,0,0,0,0,0,1,0,8.760345285,0,0,Keine Ferien,0,1,0,0,0,0,1,31,281.3950676640146,290.4525618381806
2015-01-31,1501313,3,168.031157476338,7.0,-2.375,7.0,49.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1239.0450154763894,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,5,0,0,0,0,0,1,0,8.760345285,0,0,Keine Ferien,0,1,0,0,0,0,1,31,112.1794079619367,122.2955845133857
2015-01-31,1501311,1,129.039421255357,7.0,-2.375,7.0,49.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1239.0450154763894,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,5,0,0,0,0,0,1,0,8.760345285,0,0,Keine Ferien,0,1,0,0,0,0,1,31,102.62099941155729,112.05302368092674
2015-01-31,1501312,2,433.183884520481,7.0,-2.375,7.0,49.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1239.0450154763894,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,5,0,0,0,0,0,1,0,8.760345285,0,0,Keine Ferien,0,1,0,0,0,0,1,31,306.3598854662082,348.95761141520074
2015-01-31,1501314,4,66.4961056765624,7.0,-2.375,7.0,49.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1239.0450154763894,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,5,0,0,0,0,0,1,0,8.760345285,0,0,Keine Ferien,0,1,0,0,0,0,1,31,82.38091110555624,83.98413863517179
2015-02-01,1502014,4,214.869292194541,7.0,-0.25,9.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1516.7581841965862,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,6,0,0,0,0,0,0,1,8.822768913611112,0,0,Keine Ferien,0,1,0,0,0,0,2,32,112.23637020612605,216.20497964944485
2015-02-01,1502015,5,388.585353237256,7.0,-0.25,9.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1516.7581841965862,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,6,0,0,0,0,0,0,1,8.822768913611112,0,0,Keine Ferien,0,1,0,0,0,0,2,32,278.3621431366002,352.6542060507702
2015-02-01,1502011,1,92.189837282486,7.0,-0.25,9.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1516.7581841965862,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,6,0,0,0,0,0,0,1,8.822768913611112,0,0,Keine Ferien,0,1,0,0,0,0,2,32,91.66608426021764,65.52623597659166
2015-02-01,1502012,2,633.309542257817,7.0,-0.25,9.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1516.7581841965862,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,6,0,0,0,0,0,0,1,8.822768913611112,0,0,Keine Ferien,0,1,0,0,0,0,2,32,356.6908282184296,496.4796156230973
2015-02-01,1502013,3,187.804159224486,7.0,-0.25,9.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1516.7581841965862,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10694.3203125,6,0,0,0,0,0,0,1,8.822768913611112,0,0,Keine Ferien,0,1,0,0,0,0,2,32,106.59490500384015,161.43219565398607
2015-02-02,1502024,4,123.697766488052,6.0,1.0,10.0,22.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1056.446191065,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10828.009765625,0,1,0,0,0,0,0,0,8.885886410833333,0,0,Keine Ferien,0,1,0,0,0,0,2,33,141.82772343993673,92.10571798696337
2015-02-02,1502021,1,159.254353701805,6.0,1.0,10.0,22.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1056.446191065,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10828.009765625,0,1,0,0,0,0,0,0,8.885886410833333,0,0,Keine Ferien,0,1,0,0,0,0,2,33,104.6864079262997,116.86436618549305
2015-02-02,1502023,3,117.759219302661,6.0,1.0,10.0,22.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1056.446191065,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10828.009765625,0,1,0,0,0,0,0,0,8.885886410833333,0,0,Keine Ferien,0,1,0,0,0,0,2,33,116.14861083774827,93.04512204884988
2015-02-02,1502022,2,338.327210161774,6.0,1.0,10.0,22.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1056.446191065,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10828.009765625,0,1,0,0,0,0,0,0,8.885886410833333,0,0,Keine Ferien,0,1,0,0,0,0,2,33,336.917757413922,268.9612511198471
2015-02-02,1502025,5,317.407641410708,6.0,1.0,10.0,22.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1056.446191065,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10828.009765625,0,1,0,0,0,0,0,0,8.885886410833333,0,0,Keine Ferien,0,1,0,0,0,0,2,33,279.56834498974297,240.98549355425627
2015-02-03,1502034,4,104.342988837394,7.0,-1.0,10.0,77.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,883.2299158436169,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10890.9501953125,1,0,1,0,0,0,0,0,8.949664202777779,0,0,Keine Ferien,0,1,0,0,0,0,2,34,112.46961721265973,112.62907658814274
2015-02-03,1502032,2,258.959088520931,7.0,-1.0,10.0,77.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,883.2299158436169,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10890.9501953125,1,0,1,0,0,0,0,0,8.949664202777779,0,0,Keine Ferien,0,1,0,0,0,0,2,34,277.8877096254144,258.2241787693197
2015-02-03,1502031,1,112.095171542871,7.0,-1.0,10.0,77.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,883.2299158436169,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10890.9501953125,1,0,1,0,0,0,0,0,8.949664202777779,0,0,Keine Ferien,0,1,0,0,0,0,2,34,112.97202246603396,103.74514353341522
2015-02-03,1502033,3,117.984827108186,7.0,-1.0,10.0,77.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,883.2299158436169,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10890.9501953125,1,0,1,0,0,0,0,0,8.949664202777779,0,0,Keine Ferien,0,1,0,0,0,0,2,34,96.65181677494678,93.02845734160405
2015-02-03,1502035,5,289.847839834235,7.0,-1.0,10.0,77.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,883.2299158436169,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,10890.9501953125,1,0,1,0,0,0,0,0,8.949664202777779,0,0,Keine Ferien,0,1,0,0,0,0,2,34,276.79988347091296,249.0022129514366
